country,year,value,series_code,dimension,measure,welfare_concept,short_reference,long_reference,reference url,preferred_definition,description,source_codes_used,legend
Malaysia,2014,16.8,F3,Poverty,Share of bottom 40%,Gross household income,,,,,"Total gross household income share of bottom 40%. A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2014 and 2019). See also Ragayah (2008). ",S6,
Malaysia,2019,16.0,F3,Poverty,Share of bottom 40%,Gross household income,,,,,"Total gross household income share of bottom 40%. A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2014 and 2019). See also Ragayah (2008). ",S6,
Malaysia,1970,49.3,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,1976,37.7,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,1979,37.4,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,1984,20.7,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,1987,19.4,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,1989,16.5,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,1992,12.4,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,1995,8.7,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,1997,6.1,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,1999,7.5,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,2002,5.1,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,2004,5.7,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,2007,3.6,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,2009,3.8,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,2012,1.7,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,2014,0.6,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,2016,0.4,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Malaysia,2019,0.2,F4,Poverty,Share below absolute poverty line (PLI 2004),Household income,,,,,"Percentage of households with incomes below the absolute poverty line, which is defined as ""the minimum income needed by a household to meet the basic needs of food and non-food for each of its members"". A single source series is used, taken from Department of Statistics Malaysia, Household Income and Basic Amenities Survey Report (2019).",S7,
Mauritius,1975,42.0,S1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,HBS,Household Budget Survey (2017) Table 3; (2001/02) Table 4.2,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,1980,44.5,S1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,HBS,Household Budget Survey (2017) Table 3; (2001/02) Table 4.2,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,1986,39.6,S1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,HBS,Household Budget Survey (2017) Table 3; (2001/02) Table 4.2,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,1991,37.9,S1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,HBS,Household Budget Survey (2017) Table 3; (2001/02) Table 4.2,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,1996,38.7,S1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,HBS,Household Budget Survey (2017) Table 3; (2001/02) Table 4.2,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,2001,37.1,S1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,HBS,Household Budget Survey (2017) Table 3; (2001/02) Table 4.2,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,2006,38.8,S1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,HBS,Household Budget Survey (2017) Table 3; (2001/02) Table 4.2,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,2012,41.4,S1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,HBS,Household Budget Survey (2017) Table 3; (2001/02) Table 4.2,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,2017,40.0,S1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,HBS,Household Budget Survey (2017) Table 3; (2001/02) Table 4.2,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,1980,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1981,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1982,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1983,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1984,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1985,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1986,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1987,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1988,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1989,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1990,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1991,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1992,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1993,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1994,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1995,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1996,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1997,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1998,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1999,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2000,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2001,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2002,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2003,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2004,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2005,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2006,13.7,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2007,14.3,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2008,14.8,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2009,15.4,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2010,15.9,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2011,16.5,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2012,17.0,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2013,16.8,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2014,16.6,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2015,16.3,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2016,16.1,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2017,15.9,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2018,15.9,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2019,15.9,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2020,15.9,S21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1980,6.7,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1981,6.3,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1982,5.8,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1983,5.4,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1984,5.0,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1985,5.0,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1986,5.0,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1987,4.9,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1988,4.2,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1989,4.8,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1990,4.9,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1991,5.0,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1993,4.5,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1994,4.7,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1995,4.6,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1996,4.5,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1997,4.5,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1998,4.8,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2001,4.9,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2002,3.9,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2003,5.1,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2004,5.3,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2005,5.0,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2006,6.0,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2007,6.5,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2008,7.1,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2010,7.0,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,2011,7.1,S22,Top Income Shares,Share of top 1%,"Pre-tax fiscal income (tax units, excluding capital gains)",WID,WID.world (accessed 2/3/2022),https://wid.world/country/mauritius/,,,,
Mauritius,1996,8.2,S3,Poverty,Share below 50% median,Equivalised monthly household income,HBS,Household Budget Survey (2017) Table 7; (2006/07) Table 7,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,2001,7.8,S3,Poverty,Share below 50% median,Equivalised monthly household income,HBS,Household Budget Survey (2017) Table 7; (2006/07) Table 7,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,2006,8.5,S3,Poverty,Share below 50% median,Equivalised monthly household income,HBS,Household Budget Survey (2017) Table 7; (2006/07) Table 7,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,2012,9.8,S3,Poverty,Share below 50% median,Equivalised monthly household income,HBS,Household Budget Survey (2017) Table 7; (2006/07) Table 7,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,2017,10.3,S3,Poverty,Share below 50% median,Equivalised monthly household income,HBS,Household Budget Survey (2017) Table 7; (2006/07) Table 7,https://statsmauritius.govmu.org/Pages/Censuses%20and%20Surveys/Surveys/HBS.aspx,,,,
Mauritius,1975,42.0,F1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,,,,,"Gini coefficient for disposable monthly household income. Data from the 2001/02 and 2017 vintages of the Household Budget Surveys (HBS) - a sample of about 7,000 households interviewed by Stats Mauritius - are combined to produce a single source series.",S1,
Mauritius,1980,44.5,F1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,,,,,"Gini coefficient for disposable monthly household income. Data from the 2001/02 and 2017 vintages of the Household Budget Surveys (HBS) - a sample of about 7,000 households interviewed by Stats Mauritius - are combined to produce a single source series.",S1,
Mauritius,1986,39.6,F1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,,,,,"Gini coefficient for disposable monthly household income. Data from the 2001/02 and 2017 vintages of the Household Budget Surveys (HBS) - a sample of about 7,000 households interviewed by Stats Mauritius - are combined to produce a single source series.",S1,
Mauritius,1991,37.9,F1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,,,,,"Gini coefficient for disposable monthly household income. Data from the 2001/02 and 2017 vintages of the Household Budget Surveys (HBS) - a sample of about 7,000 households interviewed by Stats Mauritius - are combined to produce a single source series.",S1,
Mauritius,1996,38.7,F1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,,,,,"Gini coefficient for disposable monthly household income. Data from the 2001/02 and 2017 vintages of the Household Budget Surveys (HBS) - a sample of about 7,000 households interviewed by Stats Mauritius - are combined to produce a single source series.",S1,
Mauritius,2001,37.1,F1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,,,,,"Gini coefficient for disposable monthly household income. Data from the 2001/02 and 2017 vintages of the Household Budget Surveys (HBS) - a sample of about 7,000 households interviewed by Stats Mauritius - are combined to produce a single source series.",S1,
Mauritius,2006,38.8,F1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,,,,,"Gini coefficient for disposable monthly household income. Data from the 2001/02 and 2017 vintages of the Household Budget Surveys (HBS) - a sample of about 7,000 households interviewed by Stats Mauritius - are combined to produce a single source series.",S1,
Mauritius,2012,41.4,F1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,,,,,"Gini coefficient for disposable monthly household income. Data from the 2001/02 and 2017 vintages of the Household Budget Surveys (HBS) - a sample of about 7,000 households interviewed by Stats Mauritius - are combined to produce a single source series.",S1,
Mauritius,2017,40.0,F1,Overall Income Inequality,Gini coefficient,Disposable monthly household income,,,,,"Gini coefficient for disposable monthly household income. Data from the 2001/02 and 2017 vintages of the Household Budget Surveys (HBS) - a sample of about 7,000 households interviewed by Stats Mauritius - are combined to produce a single source series.",S1,
Mauritius,1980,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
Mauritius,1981,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
Mauritius,1982,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
Mauritius,1983,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
Mauritius,1984,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
Mauritius,1985,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
Mauritius,1986,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
Mauritius,1987,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
Mauritius,1988,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
Mauritius,1989,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
Mauritius,1990,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
Mauritius,1991,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
Mauritius,1992,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
Mauritius,1993,13.7,F21,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top 1%. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S21,
